transaction_id,customer_id,timestamp_str,category,amount,quantity,payment_method,city
TXN-1029454,4988,2025-04-04 08:11:59,Home & Kitchen,1077.99,4,UPI,Mumbai
TXN-1029455,8438,2025-12-26 17:39:36,Sports,,9,Credit Card,Mumbai
TXN-1029456,1613,2025-09-27 20:27:09,Beauty,507.47,6,Credit Card,Mumbai
TXN-1029457,1182,2025-12-15 23:20:16,Books,23.9,7,Credit Card,San Francisco
TXN-1029458,9727,2025-09-20 01:00:31,Home & Kitchen,719.89,5,Credit Card,Sydney
TXN-1029459,6877,2025-11-09 07:50:01,Books,1452.4,7,,London
TXN-1029460,7120,2025-12-15 00:35:47,Clothing,1177.58,1,UPI,Berlin
TXN-1029461,3970,2025-08-01 21:34:04,Electronics,735.36,4,PayPal,Berlin
TXN-1029462,10386,2025-01-18 03:57:30,Electronics,574.22,5,,London
TXN-1029463,8394,2025-06-11 18:57:12,Books,1270.47,7,UPI,London
TXN-1029464,5262,2025-07-06 03:04:56,Home & Kitchen,1314.95,4,PayPal,Tokyo
TXN-1029465,7971,2025-06-27 02:36:39,Beauty,1244.2,4,PayPal,Sydney
TXN-1029466,6626,2025-01-21 06:17:00,Sports,127.45,2,Debit Card,San Francisco
TXN-1029467,1375,2025-09-28 04:34:39,Electronics,1190.31,7,Credit Card,Tokyo
TXN-1029468,3095,2025-03-15 06:27:45,Beauty,44.97,9,PayPal,Sydney
TXN-1029469,7164,2025-03-08 15:16:39,Clothing,366.15,5,Credit Card,Berlin
TXN-1029470,7033,2025-01-25 16:55:44,Beauty,152.64,6,UPI,Mumbai
TXN-1029471,7032,2025-08-15 12:35:02,Beauty,103.15,3,UPI,Tokyo
TXN-1029472,3696,2025-12-06 16:13:40,Electronics,360.57,3,UPI,San Francisco
TXN-1029473,2713,2025-03-08 23:54:17,Beauty,1040.04,3,,London
TXN-1029474,7597,2025-09-03 15:08:36,Beauty,1067.9,5,,Berlin
TXN-1029475,2068,2025-04-28 16:59:51,Beauty,796.96,2,Debit Card,Mumbai
TXN-1029476,3726,2025-08-09 15:14:55,Beauty,651.18,9,UPI,Tokyo
TXN-1029477,6718,2025-06-03 09:23:56,Sports,152.34,6,Credit Card,San Francisco
TXN-1029478,1670,2025-07-19 18:18:09,Home & Kitchen,1443.22,7,Credit Card,Tokyo
TXN-1029479,10374,2025-07-15 12:56:38,Sports,860.07,6,Debit Card,Berlin
TXN-1029480,6143,2025-07-10 12:34:51,Home & Kitchen,1419.78,8,PayPal,San Francisco
TXN-1029481,3080,2025-03-07 10:26:12,Beauty,122.34,1,Debit Card,Berlin
TXN-1029482,3287,2025-02-17 10:54:44,Beauty,348.05,9,Debit Card,London
TXN-1029483,5039,2025-07-08 08:10:14,Electronics,326.44,6,PayPal,San Francisco
TXN-1029484,9734,2025-02-20 02:56:36,Home & Kitchen,1262.84,4,PayPal,New York
TXN-1029485,10412,2025-04-23 01:44:02,Home & Kitchen,460.31,8,Debit Card,San Francisco
TXN-1029486,8698,2025-12-23 23:11:42,Home & Kitchen,675.56,1,UPI,London
TXN-1029487,2258,2025-03-05 20:15:16,Sports,1287.64,7,PayPal,San Francisco
TXN-1029488,10326,2025-08-03 09:05:53,Home & Kitchen,118.62,4,Credit Card,Berlin
TXN-1029489,4396,2025-10-01 13:09:28,Beauty,68.71,4,,Tokyo
TXN-1029490,2851,2025-07-14 17:55:01,Sports,696.08,7,UPI,San Francisco
TXN-1029491,6685,2025-08-10 22:25:46,Electronics,1254.15,4,,Sydney
TXN-1029492,3453,2025-10-18 06:23:27,Home & Kitchen,69.07,4,UPI,Berlin
TXN-1029493,10039,2025-04-18 09:53:35,Clothing,1471.91,1,UPI,Berlin
TXN-1029494,8415,2025-03-23 11:38:08,Beauty,1156.7,6,Credit Card,San Francisco
TXN-1029495,9650,2025-02-08 07:55:26,Clothing,379.46,6,UPI,Tokyo
TXN-1029496,4553,2025-01-09 11:29:42,Home & Kitchen,890.48,7,Credit Card,Sydney
TXN-1029497,4749,2025-12-13 11:48:32,Electronics,697.05,2,UPI,Berlin
TXN-1029498,8803,2025-11-08 16:27:37,Home & Kitchen,293.59,2,UPI,Mumbai
TXN-1029499,6211,2025-08-08 10:53:24,Sports,1229.93,2,Credit Card,London
TXN-1029500,1656,2025-07-15 15:53:12,Home & Kitchen,425.54,2,Credit Card,Mumbai
TXN-1029501,1228,2025-10-07 21:26:17,Electronics,14.17,1,Debit Card,San Francisco
TXN-1029502,4389,2025-02-22 19:50:28,Electronics,467.16,1,Credit Card,Sydney
TXN-1029503,9342,2025-01-08 06:29:17,Books,30.63,4,Debit Card,New York
TXN-1029504,5186,2025-07-14 07:59:06,Sports,26.67,8,Credit Card,Berlin
TXN-1029505,2860,2025-07-05 08:03:58,Clothing,1059.49,5,UPI,Sydney
TXN-1029506,6417,2025-03-01 19:03:32,Sports,387.64,5,Credit Card,New York
TXN-1029507,4385,2025-12-05 00:54:05,Sports,668.04,4,UPI,New York
TXN-1029508,1443,2025-11-20 19:25:41,Electronics,1118.73,7,Credit Card,Tokyo
TXN-1029509,6644,2025-12-19 23:31:32,Clothing,879.23,7,PayPal,Mumbai
TXN-1029510,7514,2025-04-29 19:35:03,Sports,823.65,,Debit Card,San Francisco
TXN-1029511,4039,2025-07-23 19:21:39,Sports,512.03,9,PayPal,New York
TXN-1029512,6882,2025-06-23 17:07:50,Sports,763.94,9,UPI,Mumbai
TXN-1029513,4401,2025-12-05 00:57:08,Sports,1367.0,1,Credit Card,New York
TXN-1029514,6724,2025-11-30 11:45:10,Beauty,204.72,6,UPI,New York
TXN-1029515,7845,2025-07-02 14:42:43,Sports,434.96,2,UPI,Sydney
TXN-1029516,4656,2025-03-02 03:57:36,Clothing,,5,Debit Card,Tokyo
TXN-1029517,9757,2025-10-05 13:38:20,Clothing,1021.5,8,Debit Card,Mumbai
TXN-1029518,4398,2025-08-28 19:44:25,Beauty,1023.59,7,UPI,Tokyo
TXN-1029519,9452,2025-02-16 14:35:27,Clothing,374.81,9,PayPal,Sydney
TXN-1029520,10169,2025-09-02 07:15:45,Home & Kitchen,926.18,2,Debit Card,Mumbai
TXN-1029521,1748,2025-12-13 02:47:39,Sports,1259.17,4,PayPal,Sydney
TXN-1029522,1195,2025-12-17 22:50:08,Sports,973.86,3,PayPal,Mumbai
TXN-1029523,5123,2025-07-09 22:02:50,Home & Kitchen,368.38,9,Credit Card,Berlin
TXN-1029524,3962,2025-09-18 05:03:46,Electronics,1415.48,6,PayPal,Tokyo
TXN-1029525,6684,2025-08-23 09:47:13,Clothing,678.82,9,PayPal,San Francisco
TXN-1029526,1990,2025-12-30 16:50:20,Sports,228.21,7,UPI,Sydney
TXN-1029527,9710,2025-07-16 17:32:13,Sports,,1,PayPal,Mumbai
TXN-1029528,3204,2025-05-13 06:12:38,Home & Kitchen,906.47,5,UPI,Tokyo
TXN-1029529,1398,2025-01-31 13:30:26,Beauty,975.98,9,UPI,Sydney
TXN-1029530,3781,2025-08-30 22:47:32,Sports,861.36,8,UPI,Tokyo
TXN-1029531,2664,2025-04-06 22:31:17,Clothing,1297.88,2,Debit Card,Mumbai
TXN-1029532,7489,2025-11-15 13:54:36,Books,,6,PayPal,Mumbai
TXN-1029533,6704,2025-12-16 07:51:04,Clothing,671.33,7,,Tokyo
TXN-1029534,6133,2025-09-09 23:35:46,Clothing,277.22,9,PayPal,London
TXN-1029535,7307,2025-11-28 17:35:41,Beauty,413.46,6,,Tokyo
TXN-1029536,9709,2025-10-03 01:37:22,Home & Kitchen,1332.91,6,UPI,Mumbai
TXN-1029537,1974,2025-01-09 12:40:45,Books,615.81,8,PayPal,Mumbai
TXN-1029538,5784,2025-04-23 09:22:46,Beauty,46.54,2,Debit Card,London
TXN-1029539,10195,2025-08-23 16:05:56,Beauty,1474.6,2,,New York
TXN-1029540,6822,2025-06-25 19:36:53,Electronics,1460.02,6,PayPal,Tokyo
TXN-1029541,2318,2025-11-03 01:44:27,Beauty,78.45,9,Credit Card,San Francisco
TXN-1029542,4867,2025-10-12 00:45:43,Books,1329.77,1,PayPal,Tokyo
TXN-1029543,10315,2025-08-25 02:37:04,Clothing,1157.47,8,Credit Card,Tokyo
TXN-1029544,2705,2025-02-12 21:47:07,Beauty,851.5,5,PayPal,New York
TXN-1029545,9401,2025-05-31 05:45:44,Beauty,596.24,8,PayPal,Mumbai
TXN-1029546,2099,2025-12-16 18:54:26,Clothing,1058.92,7,Credit Card,San Francisco
TXN-1029547,7975,2025-02-03 00:14:59,Beauty,687.37,7,Debit Card,Tokyo
TXN-1029548,1963,2025-08-21 22:29:38,Books,108.36,3,PayPal,San Francisco
TXN-1029549,8817,2025-03-28 04:52:35,Sports,1241.75,6,UPI,New York
TXN-1029550,3867,2025-09-04 20:52:01,Books,664.33,9,PayPal,Mumbai
TXN-1029551,2445,2025-12-15 13:48:58,Beauty,1337.85,4,PayPal,Tokyo
TXN-1029552,1308,2025-11-18 12:01:16,Electronics,573.86,3,PayPal,Tokyo
TXN-1029553,5606,2025-07-20 08:39:55,Sports,9.36,9,PayPal,London
TXN-1029554,6504,2025-08-04 19:18:09,Sports,110.54,4,UPI,New York
TXN-1029555,1885,2025-12-22 00:50:40,Beauty,627.85,9,Credit Card,London
TXN-1029556,9161,2025-01-02 19:08:10,Beauty,114.47,5,PayPal,San Francisco
TXN-1029557,3010,2025-07-29 00:57:25,Electronics,1153.86,9,Debit Card,Tokyo
TXN-1029558,5351,2025-09-29 10:54:04,Sports,1466.18,9,PayPal,Tokyo
TXN-1029559,1240,2025-04-28 20:58:59,Beauty,52.33,7,Debit Card,Mumbai
TXN-1029560,1759,2025-10-19 08:06:24,Electronics,,2,PayPal,Tokyo
TXN-1029561,5165,2025-10-19 04:49:46,Beauty,775.69,2,,Berlin
TXN-1029562,9946,2025-02-26 20:05:44,Beauty,1127.48,3,Debit Card,London
TXN-1029563,1152,2025-06-05 01:28:13,Electronics,1135.68,8,Debit Card,Mumbai
TXN-1029564,6836,2025-09-11 08:15:35,Clothing,983.45,6,,New York
TXN-1029565,6448,2025-09-28 04:38:40,Beauty,1289.51,4,PayPal,San Francisco
TXN-1029566,1504,2025-01-10 00:46:00,Electronics,1452.64,4,UPI,Sydney
TXN-1029567,8806,2025-02-03 23:47:00,Books,319.66,4,UPI,San Francisco
TXN-1029568,4748,2025-12-17 10:55:26,Sports,947.55,1,UPI,Tokyo
TXN-1029569,1925,2025-09-04 22:09:11,Home & Kitchen,334.18,8,UPI,Sydney
TXN-1029570,2169,2025-11-15 00:38:13,Electronics,1409.85,8,Debit Card,New York
TXN-1029571,1778,2025-01-31 06:04:45,Electronics,582.01,3,Debit Card,London
TXN-1029572,3349,2025-01-12 19:00:38,Home & Kitchen,439.69,2,,San Francisco
TXN-1029573,10152,2025-05-17 03:30:59,Electronics,1499.42,7,PayPal,Berlin
TXN-1029574,1566,2025-07-11 05:09:30,Sports,1144.12,7,UPI,Mumbai
TXN-1029575,8192,2025-05-16 02:07:20,Electronics,762.31,5,Debit Card,San Francisco
TXN-1029576,2042,2025-01-20 17:09:34,Beauty,423.76,2,PayPal,Mumbai
TXN-1029577,6437,2025-06-09 07:54:46,Clothing,247.47,2,,Sydney
TXN-1029578,9315,2025-03-12 03:00:04,Books,1362.0,9,Debit Card,London
TXN-1029579,4877,2025-09-30 14:18:28,Books,458.92,6,UPI,London
TXN-1029580,8250,2025-04-04 23:33:24,Beauty,755.09,6,PayPal,Mumbai
TXN-1029581,10416,2025-08-30 19:11:16,Beauty,1250.37,1,Credit Card,San Francisco
TXN-1029582,8490,2025-04-10 02:19:56,Clothing,200.71,,Debit Card,San Francisco
TXN-1029583,3029,2025-02-03 19:21:13,Home & Kitchen,571.49,6,Debit Card,San Francisco
TXN-1029584,8675,2025-11-01 17:19:36,Sports,533.09,5,Credit Card,New York
TXN-1029585,6959,2025-10-17 11:23:54,Electronics,1187.84,3,Credit Card,San Francisco
TXN-1029586,1622,2025-02-20 15:32:22,Sports,209.12,7,,New York
TXN-1029587,6473,2025-08-08 03:38:52,Books,1001.69,9,,Mumbai
TXN-1029588,9076,2025-02-20 15:30:47,Books,545.57,5,PayPal,New York
TXN-1029589,4258,2025-03-10 23:50:39,Electronics,632.99,4,UPI,Berlin
TXN-1029590,7973,2025-03-31 10:23:59,Electronics,1256.93,4,Debit Card,Tokyo
TXN-1029591,1744,2025-12-04 00:22:38,Clothing,1001.16,1,UPI,Tokyo
TXN-1029592,6452,2025-05-04 18:32:29,Books,650.39,3,UPI,San Francisco
TXN-1029593,6870,2025-04-13 13:17:35,Beauty,149.36,8,PayPal,San Francisco
TXN-1029594,6320,2025-10-21 13:04:43,Electronics,708.69,3,UPI,Tokyo
TXN-1029595,4209,2025-05-01 00:13:43,Sports,140.19,9,UPI,New York
TXN-1029596,3460,2025-11-17 18:58:29,Books,233.48,9,UPI,Berlin
TXN-1029597,2424,2025-05-24 16:49:04,Sports,221.28,4,Debit Card,New York
TXN-1029598,9408,2025-11-05 02:00:42,Home & Kitchen,404.94,,Credit Card,San Francisco
TXN-1029599,3068,2025-12-25 07:37:09,Home & Kitchen,790.85,1,Credit Card,San Francisco
TXN-1029600,2397,2025-06-17 12:36:25,Beauty,169.52,2,Debit Card,Tokyo
TXN-1029601,6897,2025-07-17 03:19:50,Beauty,591.78,7,Credit Card,London
TXN-1029602,9241,2025-12-22 23:56:49,Sports,394.72,4,UPI,New York
TXN-1029603,3416,2025-07-10 13:40:22,Clothing,801.88,,UPI,London
TXN-1029604,9859,2025-02-26 04:13:49,Electronics,884.87,1,UPI,Berlin
TXN-1029605,1484,2025-09-29 04:39:56,Sports,429.62,6,Debit Card,Tokyo
TXN-1029606,3684,2025-10-26 15:34:56,Sports,1441.41,1,Credit Card,London
TXN-1029607,4878,2025-04-02 20:51:45,Books,614.74,9,,Mumbai
TXN-1029608,9544,2025-05-18 06:18:48,Home & Kitchen,789.11,6,UPI,San Francisco
TXN-1029609,10002,2025-04-19 05:53:36,Books,713.02,2,Credit Card,San Francisco
TXN-1029610,1785,2025-05-03 02:01:01,Books,861.01,7,UPI,Tokyo
TXN-1029611,2591,2025-09-26 15:39:06,Electronics,1416.67,5,PayPal,San Francisco
TXN-1029612,8983,2025-11-28 04:23:28,Clothing,1394.89,5,Debit Card,Sydney
TXN-1029613,8214,2025-07-13 05:00:13,Sports,369.13,5,Debit Card,San Francisco
TXN-1029614,7544,2025-10-11 04:02:10,Sports,1147.53,4,PayPal,Sydney
TXN-1029615,3365,2025-04-22 22:13:36,Beauty,64.0,7,UPI,San Francisco
TXN-1029616,3947,2025-03-23 11:15:41,Sports,847.05,4,Debit Card,Sydney
TXN-1029617,7385,2025-01-17 03:50:01,Sports,1404.6,6,Debit Card,Mumbai
TXN-1029618,4568,2025-11-20 13:34:33,Clothing,619.93,9,Credit Card,London
TXN-1029619,5437,2025-10-28 00:03:51,Electronics,1387.87,8,UPI,New York
TXN-1029620,7368,2025-08-15 06:42:46,Books,144.23,2,UPI,London
TXN-1029621,2782,2025-11-01 05:23:51,Sports,907.95,3,UPI,Tokyo
TXN-1029622,9777,2025-03-30 09:23:35,Books,1273.84,5,UPI,Tokyo
TXN-1029623,2252,2025-07-20 13:04:49,Clothing,1027.38,7,,Sydney
TXN-1029624,6250,2025-08-31 03:15:57,Home & Kitchen,294.63,4,PayPal,Sydney
TXN-1029625,2059,2025-01-17 08:17:15,Home & Kitchen,1053.41,7,Credit Card,Mumbai
TXN-1029626,3447,2025-04-14 06:58:49,Sports,830.15,3,Credit Card,San Francisco
TXN-1029627,4245,2025-08-30 09:37:40,Clothing,,4,,London
TXN-1029628,8047,2025-06-04 23:54:13,Books,51.14,8,PayPal,Berlin
TXN-1029629,1482,2025-08-02 12:55:11,Home & Kitchen,935.89,1,UPI,Tokyo
TXN-1029630,2107,2025-07-08 16:04:17,Sports,309.81,3,UPI,Mumbai
TXN-1029631,2811,2025-01-29 01:37:01,Clothing,937.78,2,UPI,London
TXN-1029632,5651,2025-10-03 23:41:30,Home & Kitchen,1117.41,2,Debit Card,New York
TXN-1029633,5210,2025-08-11 20:00:30,Clothing,1031.92,4,Debit Card,Sydney
TXN-1029634,7982,2025-11-15 23:16:27,Clothing,439.9,5,UPI,San Francisco
TXN-1029635,4981,2025-08-02 17:58:31,Clothing,778.41,2,UPI,San Francisco
TXN-1029636,4152,2025-01-21 19:05:33,Electronics,172.76,8,UPI,New York
TXN-1029637,4677,2025-03-01 17:49:46,Home & Kitchen,1199.48,9,Credit Card,Sydney
TXN-1029638,10055,2025-10-28 09:21:19,Books,524.02,7,,San Francisco
TXN-1029639,9134,2025-04-29 00:06:07,Clothing,1213.85,4,PayPal,Berlin
TXN-1029640,1074,2025-02-13 17:06:46,Clothing,,8,Credit Card,London
TXN-1029641,4690,2025-09-25 18:17:24,Beauty,606.14,7,,Mumbai
TXN-1029642,9363,2025-06-03 01:12:15,Books,1063.58,9,PayPal,Sydney
TXN-1029643,4255,2025-12-24 23:16:36,Electronics,406.13,8,Debit Card,Tokyo
TXN-1029644,8837,2025-04-15 05:55:31,Clothing,613.55,7,UPI,London
TXN-1029645,9526,2025-02-03 06:16:06,Beauty,1280.88,1,Debit Card,Tokyo
TXN-1029646,1441,2025-11-02 01:52:57,Clothing,14.78,7,UPI,Sydney
TXN-1029647,4315,2025-07-29 16:01:45,Home & Kitchen,1000.75,4,PayPal,London
TXN-1029648,7916,2025-07-01 09:38:42,Clothing,1066.32,1,PayPal,Sydney
TXN-1029649,1562,2025-08-24 02:27:29,Clothing,659.95,6,Debit Card,Tokyo
TXN-1029650,7675,2025-08-16 13:12:33,Beauty,778.75,5,PayPal,Sydney
TXN-1029651,3472,2025-02-26 16:49:09,Home & Kitchen,1063.13,8,Credit Card,Berlin
TXN-1029652,5280,2025-11-21 03:01:10,Beauty,211.24,1,,San Francisco
TXN-1029653,7761,2025-03-30 02:36:53,Sports,1464.37,1,Debit Card,Mumbai
TXN-1029654,3550,2025-10-16 14:54:12,Beauty,836.74,3,UPI,Mumbai
TXN-1029655,7025,2025-01-17 08:32:36,Beauty,899.42,6,Credit Card,Sydney
TXN-1029656,8638,2025-10-01 20:37:11,Clothing,21.24,3,PayPal,San Francisco
TXN-1029657,9759,2025-05-23 10:48:16,Clothing,,3,PayPal,Mumbai
TXN-1029658,9189,2025-11-13 13:33:27,Sports,641.37,2,PayPal,London
TXN-1029659,8455,2025-04-03 00:13:57,Home & Kitchen,1191.41,5,Debit Card,Mumbai
TXN-1029660,5173,2025-07-28 07:40:55,Home & Kitchen,534.07,7,Credit Card,Sydney
TXN-1029661,9845,2025-11-28 20:33:03,Home & Kitchen,80.91,7,PayPal,Sydney
TXN-1029662,1119,2025-04-08 14:55:10,Electronics,1125.53,2,UPI,San Francisco
TXN-1029663,9480,2025-07-27 13:11:35,Clothing,396.53,2,Debit Card,Sydney
TXN-1029664,9774,2025-03-22 10:15:08,Books,548.95,9,Credit Card,London
TXN-1029665,8609,2025-05-09 13:24:28,Books,34.24,3,UPI,Mumbai
TXN-1029666,1649,2025-05-08 05:23:47,Books,537.46,4,Credit Card,Tokyo
TXN-1029667,4182,2025-10-01 00:01:44,Beauty,601.46,5,Debit Card,Tokyo
TXN-1029668,1730,2025-05-23 13:15:38,Electronics,1044.59,3,Credit Card,Tokyo
TXN-1029669,7281,2025-09-27 10:58:00,Beauty,915.67,2,Debit Card,Berlin
TXN-1029670,1662,2025-12-06 06:06:58,Home & Kitchen,1356.79,6,PayPal,London
TXN-1029671,5188,2025-04-29 22:05:05,Electronics,1239.35,5,Credit Card,Tokyo
TXN-1029672,5741,2025-06-15 02:25:51,Beauty,604.46,4,PayPal,Sydney
TXN-1029673,9239,2025-08-25 04:33:59,Books,1222.51,4,Credit Card,London
TXN-1029674,5837,2025-08-26 18:31:07,Clothing,1386.65,5,,New York
TXN-1029675,2016,2025-05-19 08:23:02,Clothing,256.72,2,PayPal,Tokyo
TXN-1029676,9996,2025-09-15 19:01:25,Clothing,806.45,9,PayPal,Sydney
TXN-1029677,3743,2025-09-21 07:11:30,Electronics,,8,UPI,New York
TXN-1029678,3102,2025-10-24 16:29:07,Clothing,,3,Debit Card,New York
TXN-1029679,4176,2025-10-27 14:50:53,Home & Kitchen,610.27,1,PayPal,New York
TXN-1029680,4876,2025-10-20 05:59:32,Clothing,925.47,9,PayPal,London
TXN-1029681,6576,2025-02-20 11:42:05,Books,106.21,7,UPI,London
TXN-1029682,9979,2025-12-06 18:32:46,Electronics,622.14,,PayPal,New York
TXN-1029683,6493,2025-09-24 02:40:32,Books,939.94,4,Credit Card,Tokyo
TXN-1029684,2467,2025-10-27 22:07:35,Clothing,1479.6,8,UPI,London
TXN-1029685,7257,2025-09-12 12:59:40,Electronics,1283.81,,Debit Card,Sydney
TXN-1029686,4755,2025-06-07 05:13:14,Clothing,1074.94,8,Credit Card,Berlin
TXN-1029687,9287,2025-08-23 20:58:42,Electronics,534.67,4,Debit Card,London
TXN-1029688,7753,2025-04-03 09:13:42,Beauty,458.03,3,UPI,Mumbai
TXN-1029689,7425,2025-12-27 11:39:59,Beauty,478.27,9,PayPal,San Francisco
TXN-1029690,2914,2025-07-26 20:10:01,Sports,1489.94,2,UPI,Tokyo
TXN-1029691,9701,2025-02-10 15:48:18,Clothing,875.64,2,Credit Card,Berlin
TXN-1029692,9872,2025-02-14 09:41:22,Books,825.96,4,PayPal,London
TXN-1029693,5880,2025-08-11 07:29:14,Home & Kitchen,161.39,7,Debit Card,London
TXN-1029694,4236,2025-07-29 09:23:50,Books,1350.35,4,Credit Card,Sydney
TXN-1029695,5018,2025-05-29 23:07:35,Books,792.75,4,Debit Card,Mumbai
TXN-1029696,9064,2025-12-26 16:07:13,Beauty,,2,PayPal,Mumbai
TXN-1029697,3042,2025-05-04 01:19:43,Beauty,714.21,7,Credit Card,New York
TXN-1029698,10349,2025-01-15 15:10:16,Home & Kitchen,756.7,8,Debit Card,New York
TXN-1029699,6058,2025-07-24 15:52:09,Books,1297.86,9,UPI,Tokyo
TXN-1029700,5750,2025-05-12 21:18:06,Beauty,581.54,4,UPI,Sydney
TXN-1029701,4653,2025-07-30 19:07:50,Clothing,192.06,7,,London
TXN-1029702,9641,2025-08-11 09:12:56,Beauty,372.45,4,Debit Card,San Francisco
TXN-1029703,6190,2025-07-20 21:31:50,Books,1349.81,6,Debit Card,Berlin
TXN-1029704,5204,2025-07-27 19:00:29,Beauty,1350.89,1,,London
TXN-1029705,9640,2025-02-14 14:17:29,Sports,535.26,9,UPI,London
TXN-1029706,4724,2025-02-20 18:21:20,Sports,104.24,6,Credit Card,Sydney
TXN-1029707,9378,2025-05-08 09:02:26,Home & Kitchen,640.71,8,UPI,London
TXN-1029708,5376,2025-11-09 06:08:35,Clothing,1063.68,8,Credit Card,Mumbai
TXN-1029709,6470,2025-06-25 22:55:51,Home & Kitchen,402.62,2,Debit Card,San Francisco
TXN-1029710,2993,2025-01-05 09:11:51,Clothing,144.56,8,,Sydney
TXN-1029711,9416,2025-11-10 01:14:16,Sports,188.98,7,Debit Card,Berlin
TXN-1029712,5547,2025-12-01 08:01:03,Home & Kitchen,503.55,3,Credit Card,Tokyo
TXN-1029713,9021,2025-01-28 07:04:18,Beauty,885.09,8,Credit Card,Mumbai
TXN-1029714,1992,2025-08-18 05:13:57,Clothing,1175.73,5,UPI,London
TXN-1029715,1958,2025-02-11 04:42:28,Electronics,1465.6,6,Debit Card,Berlin
TXN-1029716,2424,2025-05-14 07:16:17,Clothing,815.51,8,Credit Card,London
TXN-1029717,1882,2025-05-25 14:35:22,Home & Kitchen,363.4,3,PayPal,Tokyo
TXN-1029718,8961,2025-10-18 19:28:00,Clothing,942.59,1,Debit Card,Berlin
TXN-1029719,5375,2025-10-02 17:25:53,Books,88.44,5,Debit Card,London
TXN-1029720,3454,2025-09-30 19:03:36,Sports,274.69,5,UPI,Tokyo
TXN-1029721,9227,2025-12-21 13:22:48,Sports,1066.49,9,Credit Card,Sydney
TXN-1029722,2300,2025-03-09 07:10:35,Clothing,333.63,2,PayPal,Sydney
TXN-1029723,5029,2025-10-18 21:58:23,Clothing,958.92,5,UPI,New York
TXN-1029724,4439,2025-09-16 20:06:16,Sports,1321.85,1,PayPal,New York
TXN-1029725,4257,2025-02-26 09:30:43,Beauty,1271.2,5,PayPal,Sydney
TXN-1029726,10131,2025-05-01 01:51:23,Books,1395.15,3,Debit Card,Sydney
TXN-1029727,1548,2025-09-06 21:58:18,Clothing,1156.84,9,Credit Card,London
TXN-1029728,2187,2025-01-25 22:16:23,Books,861.35,5,PayPal,Mumbai
TXN-1029729,3900,2025-10-28 09:18:06,Books,608.15,2,UPI,San Francisco
TXN-1029730,2548,2025-07-29 13:52:32,Clothing,453.27,6,PayPal,London
TXN-1029731,2049,2025-06-11 09:14:58,Books,126.93,7,UPI,Sydney
TXN-1029732,9811,2025-08-21 05:39:50,Beauty,126.67,8,Debit Card,Sydney
TXN-1029733,5995,2025-12-20 09:30:40,Electronics,293.65,7,Credit Card,Tokyo
TXN-1029734,5873,2025-11-02 09:29:57,Sports,318.19,7,Credit Card,San Francisco
TXN-1029735,6063,2025-01-04 06:25:45,Electronics,300.85,8,PayPal,Mumbai
TXN-1029736,10195,2025-04-21 12:27:23,Clothing,121.53,8,Debit Card,Sydney
TXN-1029737,10344,2025-04-27 12:55:25,Home & Kitchen,1303.45,5,PayPal,Berlin
TXN-1029738,7932,2025-07-27 05:40:57,Books,1186.52,,Credit Card,San Francisco
TXN-1029739,7891,2025-06-01 03:25:28,Clothing,1291.31,8,Credit Card,London
TXN-1029740,2887,2025-05-27 16:07:16,Books,573.21,9,PayPal,New York
TXN-1029741,10416,2025-08-07 06:16:53,Clothing,,5,PayPal,Berlin
TXN-1029742,8868,2025-10-25 15:30:31,Clothing,417.12,8,,Tokyo
TXN-1029743,10282,2025-08-06 12:37:39,Beauty,907.62,3,Credit Card,Sydney
TXN-1029744,1936,2025-12-03 11:35:40,Books,1449.01,5,Credit Card,New York
TXN-1029745,1354,2025-12-29 06:15:08,Beauty,872.1,1,Debit Card,Tokyo
TXN-1029746,7592,2025-01-29 06:17:02,Beauty,581.59,6,UPI,New York
TXN-1029747,6882,2025-02-24 16:17:54,Electronics,859.36,5,Credit Card,Tokyo
TXN-1029748,1264,2025-01-06 17:30:58,Clothing,472.69,5,PayPal,Berlin
TXN-1029749,7085,2025-01-26 11:36:13,Home & Kitchen,402.99,9,PayPal,Mumbai
TXN-1029750,7541,2025-03-10 00:53:36,Books,1312.7,7,Debit Card,Berlin
TXN-1029751,7801,2025-09-20 12:40:12,Clothing,462.04,2,,Sydney
TXN-1029752,5307,2025-04-09 05:49:27,Sports,887.81,4,Credit Card,Tokyo
TXN-1029753,5602,2025-06-29 17:11:24,Electronics,88.09,8,Credit Card,Mumbai
TXN-1029754,1482,2025-04-06 15:26:25,Sports,,8,Credit Card,London
TXN-1029755,2772,2025-04-05 09:54:46,Electronics,503.88,1,,Tokyo
TXN-1029756,3215,2025-10-09 09:23:50,Books,881.6,6,,London
TXN-1029757,1599,2025-04-18 22:02:43,Home & Kitchen,271.99,8,PayPal,Tokyo
TXN-1029758,2498,2025-05-14 09:06:37,Electronics,364.23,8,Debit Card,Berlin
TXN-1029759,6059,2025-04-15 00:37:32,Sports,16.18,4,Debit Card,San Francisco
TXN-1029760,1443,2025-01-22 09:41:54,Sports,101.01,6,PayPal,London
TXN-1029761,10184,2025-07-18 06:07:26,Beauty,18.36,9,UPI,Mumbai
TXN-1029762,5633,2025-03-08 20:38:12,Sports,1491.87,3,UPI,Sydney
TXN-1029763,2671,2025-07-01 12:21:26,Beauty,159.67,6,Credit Card,Mumbai
TXN-1029764,3163,2025-03-10 21:22:28,Electronics,542.69,6,Debit Card,Mumbai
