transaction_id,customer_id,category,total_amount,quantity,payment_method,location,timestamp,unit_price,order_size_category,is_high_value,tx_year,tx_month
TXN-1003534,2745,Clothing,128.77,3,UPI,London,2025-11-18T07:21:23.000+05:30,42.92,Small,false,2025,11
TXN-1003535,7076,Sports,673.13,1,UPI,San Francisco,2025-07-18T00:27:36.000+05:30,673.13,Small,true,2025,7
TXN-1003536,9417,Beauty,249.33,2,Debit Card,Berlin,2025-02-02T03:43:37.000+05:30,124.67,Small,false,2025,2
TXN-1003537,9683,Clothing,756.59,4,PayPal,New York,2025-12-27T19:34:43.000+05:30,189.15,Medium,true,2025,12
TXN-1003538,1080,Electronics,186.59,3,PayPal,San Francisco,2025-01-10T21:16:03.000+05:30,62.2,Small,false,2025,1
TXN-1003539,7313,Clothing,104.58,2,Debit Card,New York,2025-11-03T21:44:45.000+05:30,52.29,Small,false,2025,11
TXN-1003540,6719,Clothing,341.82,2,PayPal,Sydney,2025-12-29T02:35:49.000+05:30,170.91,Small,false,2025,12
TXN-1003541,10096,Books,372.65,1,PayPal,New York,2025-10-22T19:46:44.000+05:30,372.65,Small,false,2025,10
TXN-1003542,1199,Sports,1230.25,6,Credit Card,San Francisco,2025-05-23T16:10:53.000+05:30,205.04,Medium,true,2025,5
TXN-1003543,1319,Books,1397.3,2,Credit Card,Mumbai,2025-05-18T21:44:15.000+05:30,698.65,Small,true,2025,5
TXN-1003544,5598,Clothing,532.15,1,PayPal,London,2025-07-30T21:23:46.000+05:30,532.15,Small,true,2025,7
TXN-1003545,3946,Beauty,603.62,6,Debit Card,New York,2025-06-20T12:41:54.000+05:30,100.6,Medium,true,2025,6
TXN-1003546,2845,Electronics,37.29,7,Credit Card,London,2025-08-18T06:03:55.000+05:30,5.33,Medium,false,2025,8
TXN-1003547,2232,Electronics,1342.72,1,Unknown,New York,2025-03-03T14:05:37.000+05:30,1342.72,Small,true,2025,3
TXN-1003548,7512,Clothing,778.38,4,Debit Card,Tokyo,2025-08-09T19:07:45.000+05:30,194.6,Medium,true,2025,8
TXN-1003549,7045,Beauty,436.98,9,Debit Card,London,2025-08-02T19:07:22.000+05:30,48.55,Bulk,false,2025,8
TXN-1003550,10285,Home & Kitchen,1391.63,3,UPI,Sydney,2025-03-29T21:31:19.000+05:30,463.88,Small,true,2025,3
TXN-1003551,7600,Clothing,0.0,2,PayPal,New York,2025-08-28T07:57:11.000+05:30,0.0,Small,false,2025,8
TXN-1003552,7604,Books,1240.59,3,UPI,San Francisco,2025-11-10T02:52:17.000+05:30,413.53,Small,true,2025,11
TXN-1003553,5828,Books,174.64,3,Credit Card,Berlin,2025-03-27T13:51:06.000+05:30,58.21,Small,false,2025,3
TXN-1003554,7047,Sports,0.0,7,UPI,New York,2025-09-21T17:05:15.000+05:30,0.0,Medium,false,2025,9
TXN-1003555,6637,Beauty,1202.71,2,Unknown,Sydney,2025-12-08T07:02:31.000+05:30,601.36,Small,true,2025,12
TXN-1003556,7914,Sports,567.43,3,UPI,Berlin,2025-01-05T23:15:28.000+05:30,189.14,Small,true,2025,1
TXN-1003557,7262,Clothing,915.16,7,UPI,Mumbai,2025-02-21T10:22:26.000+05:30,130.74,Medium,true,2025,2
TXN-1003558,6973,Books,528.34,5,Debit Card,Sydney,2025-11-12T13:50:23.000+05:30,105.67,Medium,true,2025,11
TXN-1003559,9183,Books,268.78,1,Credit Card,Mumbai,2025-06-28T12:44:36.000+05:30,268.78,Small,false,2025,6
TXN-1003560,6737,Sports,1084.68,2,PayPal,Berlin,2025-03-01T07:37:35.000+05:30,542.34,Small,true,2025,3
TXN-1003561,8550,Electronics,1408.62,2,Credit Card,Tokyo,2025-03-17T15:05:39.000+05:30,704.31,Small,true,2025,3
TXN-1003562,2307,Home & Kitchen,1070.83,7,PayPal,London,2025-05-20T12:36:14.000+05:30,152.98,Medium,true,2025,5
TXN-1003563,4556,Sports,728.93,6,Credit Card,London,2025-03-21T16:10:22.000+05:30,121.49,Medium,true,2025,3
TXN-1003564,2716,Books,532.52,1,Credit Card,Tokyo,2025-08-04T18:41:43.000+05:30,532.52,Small,true,2025,8
TXN-1003565,1499,Beauty,852.02,1,Debit Card,Sydney,2025-03-16T05:07:37.000+05:30,852.02,Small,true,2025,3
TXN-1003566,4744,Clothing,506.8,2,PayPal,Tokyo,2025-02-23T06:31:17.000+05:30,253.4,Small,true,2025,2
TXN-1003567,5401,Books,990.75,6,PayPal,Tokyo,2025-09-18T22:34:30.000+05:30,165.13,Medium,true,2025,9
TXN-1003568,2208,Beauty,1157.16,4,PayPal,London,2025-10-29T12:41:16.000+05:30,289.29,Medium,true,2025,10
TXN-1003569,1764,Sports,360.54,4,Debit Card,Tokyo,2025-11-19T14:38:08.000+05:30,90.14,Medium,false,2025,11
TXN-1003570,8844,Sports,189.22,4,UPI,London,2025-09-28T03:52:07.000+05:30,47.31,Medium,false,2025,9
TXN-1003571,10450,Books,381.83,9,Debit Card,Tokyo,2025-06-06T19:33:50.000+05:30,42.43,Bulk,false,2025,6
TXN-1003572,6546,Books,895.64,7,Credit Card,Tokyo,2025-01-02T08:46:24.000+05:30,127.95,Medium,true,2025,1
TXN-1003573,7165,Books,1014.44,8,UPI,New York,2025-12-02T10:47:11.000+05:30,126.81,Bulk,true,2025,12
TXN-1003574,2336,Books,556.8,1,Credit Card,New York,2025-04-18T20:23:09.000+05:30,556.8,Small,true,2025,4
TXN-1003575,4989,Books,959.82,4,Credit Card,San Francisco,2025-03-16T18:03:20.000+05:30,239.96,Medium,true,2025,3
TXN-1003576,5595,Clothing,544.98,6,PayPal,Mumbai,2025-04-05T00:42:38.000+05:30,90.83,Medium,true,2025,4
TXN-1003577,7227,Beauty,483.01,2,PayPal,Tokyo,2025-06-07T00:57:22.000+05:30,241.51,Small,false,2025,6
TXN-1003578,3370,Beauty,418.12,7,Debit Card,New York,2025-03-06T12:59:09.000+05:30,59.73,Medium,false,2025,3
TXN-1003579,8789,Sports,991.4,9,PayPal,Sydney,2025-05-23T17:59:00.000+05:30,110.16,Bulk,true,2025,5
TXN-1003580,6065,Clothing,115.68,1,Credit Card,Mumbai,2025-08-21T23:16:08.000+05:30,115.68,Small,false,2025,8
TXN-1003581,1255,Sports,1081.85,7,UPI,London,2025-05-24T14:50:09.000+05:30,154.55,Medium,true,2025,5
TXN-1003582,4025,Clothing,530.97,3,Unknown,Sydney,2025-01-16T16:48:20.000+05:30,176.99,Small,true,2025,1
TXN-1003583,10456,Electronics,451.81,6,PayPal,Tokyo,2025-09-04T15:33:35.000+05:30,75.3,Medium,false,2025,9
TXN-1003584,5189,Books,527.85,6,PayPal,Sydney,2025-10-11T23:33:45.000+05:30,87.98,Medium,true,2025,10
TXN-1003585,4845,Clothing,525.32,8,Credit Card,Sydney,2025-10-13T16:09:50.000+05:30,65.67,Bulk,true,2025,10
TXN-1003586,7309,Clothing,1312.91,9,Unknown,Sydney,2025-12-10T20:17:18.000+05:30,145.88,Bulk,true,2025,12
TXN-1003587,5751,Home & Kitchen,682.15,9,UPI,Berlin,2025-11-09T04:57:59.000+05:30,75.79,Bulk,true,2025,11
TXN-1003588,10247,Home & Kitchen,235.43,1,Unknown,Tokyo,2025-11-07T09:28:59.000+05:30,235.43,Small,false,2025,11
TXN-1003589,8589,Books,776.2,8,Credit Card,Sydney,2025-08-21T01:19:54.000+05:30,97.03,Bulk,true,2025,8
TXN-1003590,9307,Clothing,868.59,9,UPI,Tokyo,2025-01-21T04:32:48.000+05:30,96.51,Bulk,true,2025,1
TXN-1003591,6168,Books,0.0,8,Credit Card,London,2025-01-01T07:03:07.000+05:30,0.0,Bulk,false,2025,1
TXN-1003592,2809,Home & Kitchen,725.84,1,Debit Card,Sydney,2025-11-07T18:38:46.000+05:30,725.84,Small,true,2025,11
TXN-1003593,8038,Books,0.0,1,Debit Card,San Francisco,2025-11-29T18:42:53.000+05:30,0.0,Small,false,2025,11
TXN-1003594,9518,Sports,502.23,2,Debit Card,San Francisco,2025-03-10T22:35:39.000+05:30,251.12,Small,true,2025,3
TXN-1003595,5720,Clothing,1112.41,7,UPI,London,2025-02-10T14:03:13.000+05:30,158.92,Medium,true,2025,2
TXN-1003596,8764,Beauty,1066.68,2,Credit Card,Sydney,2025-03-27T03:24:34.000+05:30,533.34,Small,true,2025,3
TXN-1003597,6662,Sports,1018.93,2,UPI,Berlin,2025-03-12T15:08:24.000+05:30,509.47,Small,true,2025,3
TXN-1003598,9190,Electronics,55.09,7,Credit Card,Sydney,2025-04-30T18:26:26.000+05:30,7.87,Medium,false,2025,4
TXN-1003599,8200,Electronics,993.96,6,Credit Card,Tokyo,2025-12-24T17:14:59.000+05:30,165.66,Medium,true,2025,12
TXN-1003600,2211,Sports,272.55,8,PayPal,London,2025-06-20T00:05:37.000+05:30,34.07,Bulk,false,2025,6
TXN-1003601,1875,Clothing,996.06,8,PayPal,San Francisco,2025-01-28T13:37:04.000+05:30,124.51,Bulk,true,2025,1
TXN-1003602,6830,Beauty,947.76,6,Debit Card,London,2025-07-21T00:48:31.000+05:30,157.96,Medium,true,2025,7
TXN-1003603,4781,Electronics,651.92,8,Debit Card,Berlin,2025-12-30T15:28:31.000+05:30,81.49,Bulk,true,2025,12
TXN-1003604,3489,Books,1397.68,9,Debit Card,London,2025-08-11T16:02:45.000+05:30,155.3,Bulk,true,2025,8
TXN-1003605,8446,Beauty,1212.13,5,UPI,San Francisco,2025-02-12T00:25:50.000+05:30,242.43,Medium,true,2025,2
TXN-1003606,8286,Home & Kitchen,1262.2,8,Credit Card,New York,2025-12-21T15:35:52.000+05:30,157.78,Bulk,true,2025,12
TXN-1003607,7956,Electronics,495.96,1,Debit Card,New York,2025-02-26T08:29:09.000+05:30,495.96,Small,false,2025,2
TXN-1003608,7041,Home & Kitchen,16.13,7,Credit Card,Berlin,2025-10-23T13:52:14.000+05:30,2.3,Medium,false,2025,10
TXN-1003609,1196,Clothing,63.42,5,Credit Card,London,2025-02-04T21:09:40.000+05:30,12.68,Medium,false,2025,2
TXN-1003610,4688,Books,1016.21,3,Credit Card,San Francisco,2025-10-23T13:14:22.000+05:30,338.74,Small,true,2025,10
TXN-1003611,1828,Sports,865.08,1,Debit Card,San Francisco,2025-07-03T13:56:36.000+05:30,865.08,Small,true,2025,7
TXN-1003612,2436,Electronics,87.76,2,Credit Card,London,2025-11-14T11:30:46.000+05:30,43.88,Small,false,2025,11
TXN-1003613,8989,Sports,1303.36,1,PayPal,New York,2025-09-14T23:43:09.000+05:30,1303.36,Small,true,2025,9
TXN-1003614,2203,Books,1142.52,5,Credit Card,San Francisco,2025-06-25T17:11:32.000+05:30,228.5,Medium,true,2025,6
TXN-1003615,8041,Home & Kitchen,626.03,2,PayPal,Mumbai,2025-10-23T05:10:23.000+05:30,313.02,Small,true,2025,10
TXN-1003616,5568,Beauty,24.14,5,Credit Card,Tokyo,2025-09-01T15:45:47.000+05:30,4.83,Medium,false,2025,9
TXN-1003617,2222,Electronics,107.08,1,Debit Card,Berlin,2025-01-15T19:39:48.000+05:30,107.08,Small,false,2025,1
TXN-1003618,8896,Sports,701.44,5,Credit Card,New York,2025-12-08T23:00:09.000+05:30,140.29,Medium,true,2025,12
TXN-1003619,7138,Sports,9.21,1,UPI,Berlin,2025-02-07T16:14:20.000+05:30,9.21,Small,false,2025,2
TXN-1003620,1967,Clothing,518.27,1,PayPal,New York,2025-02-27T14:37:25.000+05:30,518.27,Small,true,2025,2
TXN-1003621,5349,Home & Kitchen,1014.2,8,UPI,London,2025-04-02T09:13:30.000+05:30,126.78,Bulk,true,2025,4
TXN-1003622,2070,Books,0.0,3,Debit Card,Sydney,2025-04-13T20:42:17.000+05:30,0.0,Small,false,2025,4
TXN-1003623,2959,Beauty,0.0,8,Debit Card,Sydney,2025-03-20T06:01:00.000+05:30,0.0,Bulk,false,2025,3
TXN-1003624,7668,Beauty,1034.46,5,Credit Card,San Francisco,2025-10-04T10:47:50.000+05:30,206.89,Medium,true,2025,10
TXN-1003625,8268,Books,91.56,7,UPI,San Francisco,2025-03-07T16:18:34.000+05:30,13.08,Medium,false,2025,3
TXN-1003626,8032,Clothing,949.93,4,UPI,Berlin,2025-12-05T08:16:22.000+05:30,237.48,Medium,true,2025,12
TXN-1003627,6467,Books,75.28,2,UPI,San Francisco,2025-07-03T06:42:54.000+05:30,37.64,Small,false,2025,7
TXN-1003628,9692,Beauty,100.46,2,UPI,Tokyo,2025-10-08T17:29:35.000+05:30,50.23,Small,false,2025,10
TXN-1003629,4736,Home & Kitchen,907.34,9,Unknown,Berlin,2025-11-08T20:58:24.000+05:30,100.82,Bulk,true,2025,11
TXN-1003630,6695,Clothing,596.5,2,Unknown,Sydney,2025-12-05T00:15:54.000+05:30,298.25,Small,true,2025,12
TXN-1003631,9760,Sports,609.55,2,Credit Card,New York,2025-12-29T21:23:06.000+05:30,304.78,Small,true,2025,12
TXN-1003632,4745,Clothing,635.89,1,Credit Card,San Francisco,2025-08-27T17:34:46.000+05:30,635.89,Small,true,2025,8
TXN-1003633,5666,Clothing,803.4,7,Credit Card,Tokyo,2025-01-18T20:38:21.000+05:30,114.77,Medium,true,2025,1
TXN-1003634,10043,Books,426.49,4,Credit Card,London,2025-11-20T07:31:15.000+05:30,106.62,Medium,false,2025,11
TXN-1003635,4231,Clothing,268.59,6,Credit Card,Sydney,2025-02-26T04:37:30.000+05:30,44.76,Medium,false,2025,2
TXN-1003636,1031,Books,889.45,6,PayPal,London,2025-07-06T08:52:43.000+05:30,148.24,Medium,true,2025,7
TXN-1003637,7072,Beauty,1144.57,6,Debit Card,Tokyo,2025-09-05T10:58:57.000+05:30,190.76,Medium,true,2025,9
TXN-1003638,1722,Sports,0.0,6,Credit Card,San Francisco,2025-12-10T22:37:20.000+05:30,0.0,Medium,false,2025,12
TXN-1003639,6346,Electronics,141.11,2,PayPal,San Francisco,2025-12-27T22:53:41.000+05:30,70.56,Small,false,2025,12
TXN-1003640,4721,Sports,885.66,8,PayPal,Tokyo,2025-12-16T00:52:42.000+05:30,110.71,Bulk,true,2025,12
TXN-1003641,6135,Beauty,877.67,1,PayPal,Mumbai,2025-10-26T14:06:37.000+05:30,877.67,Small,true,2025,10
TXN-1003642,10251,Clothing,40.76,5,UPI,London,2025-03-04T20:42:21.000+05:30,8.15,Medium,false,2025,3
TXN-1003643,2885,Home & Kitchen,1099.84,4,UPI,Sydney,2025-04-22T11:24:26.000+05:30,274.96,Medium,true,2025,4
TXN-1003644,5049,Electronics,1326.79,9,Credit Card,Tokyo,2025-05-25T21:14:32.000+05:30,147.42,Bulk,true,2025,5
TXN-1003645,8626,Sports,1476.0,6,Debit Card,London,2025-01-31T16:38:55.000+05:30,246.0,Medium,true,2025,1
TXN-1003646,8433,Home & Kitchen,1296.84,1,Credit Card,Berlin,2025-03-18T19:10:38.000+05:30,1296.84,Small,true,2025,3
TXN-1003647,4434,Beauty,1442.32,1,Credit Card,Berlin,2025-11-19T00:18:46.000+05:30,1442.32,Small,true,2025,11
TXN-1003648,1374,Beauty,765.07,3,PayPal,London,2025-09-22T20:20:03.000+05:30,255.02,Small,true,2025,9
TXN-1003649,3462,Clothing,531.58,4,Unknown,London,2025-07-23T17:41:13.000+05:30,132.9,Medium,true,2025,7
TXN-1003650,3698,Electronics,1228.65,4,Credit Card,New York,2025-01-16T09:21:34.000+05:30,307.16,Medium,true,2025,1
TXN-1003651,3301,Clothing,907.34,4,Debit Card,Berlin,2025-04-10T02:00:12.000+05:30,226.84,Medium,true,2025,4
TXN-1003652,8939,Books,152.33,2,Unknown,Sydney,2025-11-17T13:57:35.000+05:30,76.17,Small,false,2025,11
TXN-1003653,6563,Beauty,879.27,9,Unknown,London,2025-10-14T08:27:06.000+05:30,97.7,Bulk,true,2025,10
TXN-1003654,5565,Sports,583.79,7,Unknown,London,2025-11-23T07:43:56.000+05:30,83.4,Medium,true,2025,11
TXN-1003655,8827,Books,1197.99,5,Debit Card,Berlin,2025-08-06T15:14:28.000+05:30,239.6,Medium,true,2025,8
TXN-1003656,1825,Clothing,235.04,5,Credit Card,New York,2025-04-30T18:52:09.000+05:30,47.01,Medium,false,2025,4
TXN-1003657,1955,Sports,0.0,4,PayPal,San Francisco,2025-08-28T18:58:33.000+05:30,0.0,Medium,false,2025,8
TXN-1003658,1710,Electronics,798.27,7,UPI,Sydney,2025-06-25T20:06:47.000+05:30,114.04,Medium,true,2025,6
TXN-1003659,5771,Clothing,1095.4,7,Debit Card,Mumbai,2025-09-13T14:00:42.000+05:30,156.49,Medium,true,2025,9
TXN-1003660,9645,Electronics,1399.18,7,PayPal,Tokyo,2025-01-21T12:40:07.000+05:30,199.88,Medium,true,2025,1
TXN-1003661,1784,Books,563.69,1,Unknown,Tokyo,2025-01-13T09:22:36.000+05:30,563.69,Small,true,2025,1
TXN-1003662,9333,Clothing,621.48,9,UPI,Mumbai,2025-08-04T01:46:54.000+05:30,69.05,Bulk,true,2025,8
TXN-1003663,3141,Beauty,509.48,2,PayPal,Tokyo,2025-08-30T11:36:36.000+05:30,254.74,Small,true,2025,8
TXN-1003664,7416,Electronics,1192.16,3,UPI,Tokyo,2025-09-15T17:09:28.000+05:30,397.39,Small,true,2025,9
TXN-1003665,5406,Sports,244.15,3,PayPal,Tokyo,2025-10-15T10:55:26.000+05:30,81.38,Small,false,2025,10
TXN-1003666,8421,Electronics,1286.05,9,PayPal,New York,2025-08-23T00:48:38.000+05:30,142.89,Bulk,true,2025,8
TXN-1003667,3626,Clothing,483.59,2,Debit Card,San Francisco,2025-07-24T02:25:28.000+05:30,241.8,Small,false,2025,7
TXN-1003668,2415,Home & Kitchen,419.55,6,Credit Card,Sydney,2025-01-25T09:02:14.000+05:30,69.93,Medium,false,2025,1
TXN-1003669,9695,Clothing,1116.48,9,Credit Card,London,2025-02-09T05:41:24.000+05:30,124.05,Bulk,true,2025,2
TXN-1003670,8099,Beauty,1370.43,7,Debit Card,Sydney,2025-11-05T18:17:46.000+05:30,195.78,Medium,true,2025,11
TXN-1003671,9222,Clothing,1419.21,9,PayPal,Mumbai,2025-11-18T04:02:18.000+05:30,157.69,Bulk,true,2025,11
TXN-1003672,7946,Electronics,960.91,5,UPI,Mumbai,2025-01-26T22:41:38.000+05:30,192.18,Medium,true,2025,1
TXN-1003673,8061,Home & Kitchen,0.0,8,UPI,Berlin,2025-12-23T03:05:49.000+05:30,0.0,Bulk,false,2025,12
TXN-1003674,3640,Electronics,1420.63,2,Debit Card,London,2025-08-04T21:52:04.000+05:30,710.32,Small,true,2025,8
TXN-1003675,2064,Electronics,531.86,2,Debit Card,Tokyo,2025-06-22T21:28:24.000+05:30,265.93,Small,true,2025,6
TXN-1003676,5475,Beauty,1282.91,7,Credit Card,Tokyo,2025-01-01T19:08:07.000+05:30,183.27,Medium,true,2025,1
TXN-1003677,4365,Clothing,197.7,3,UPI,New York,2025-01-07T08:25:44.000+05:30,65.9,Small,false,2025,1
TXN-1003678,7969,Electronics,941.49,2,UPI,Sydney,2025-07-13T21:31:29.000+05:30,470.75,Small,true,2025,7
TXN-1003679,5498,Sports,1037.64,5,PayPal,New York,2025-12-21T02:15:26.000+05:30,207.53,Medium,true,2025,12
TXN-1003680,2799,Home & Kitchen,928.33,1,PayPal,New York,2025-11-24T02:12:35.000+05:30,928.33,Small,true,2025,11
TXN-1003681,5938,Home & Kitchen,537.42,7,UPI,San Francisco,2025-03-30T17:27:39.000+05:30,76.77,Medium,true,2025,3
TXN-1003682,8737,Sports,134.53,7,Debit Card,Mumbai,2025-09-08T00:35:37.000+05:30,19.22,Medium,false,2025,9
TXN-1003683,8428,Electronics,290.99,9,Debit Card,Tokyo,2025-04-15T20:40:01.000+05:30,32.33,Bulk,false,2025,4
TXN-1003684,8782,Books,602.1,9,PayPal,Berlin,2025-06-07T16:18:10.000+05:30,66.9,Bulk,true,2025,6
TXN-1003685,10350,Home & Kitchen,810.53,2,Debit Card,San Francisco,2025-10-30T14:42:53.000+05:30,405.27,Small,true,2025,10
TXN-1003686,5897,Books,1023.26,7,Debit Card,Sydney,2025-03-30T11:18:03.000+05:30,146.18,Medium,true,2025,3
TXN-1003687,7349,Books,716.54,1,Debit Card,Berlin,2025-09-11T04:14:35.000+05:30,716.54,Small,true,2025,9
TXN-1003688,3692,Sports,999.87,7,Debit Card,Sydney,2025-04-22T17:47:25.000+05:30,142.84,Medium,true,2025,4
TXN-1003689,4398,Clothing,743.12,3,Credit Card,New York,2025-01-19T09:19:08.000+05:30,247.71,Small,true,2025,1
TXN-1003690,7247,Beauty,1323.56,7,UPI,San Francisco,2025-04-23T15:59:03.000+05:30,189.08,Medium,true,2025,4
TXN-1003691,9416,Home & Kitchen,0.0,9,UPI,London,2025-07-17T20:55:54.000+05:30,0.0,Bulk,false,2025,7
TXN-1003692,4984,Sports,851.52,9,Unknown,Sydney,2025-04-14T03:43:09.000+05:30,94.61,Bulk,true,2025,4
TXN-1003693,3397,Beauty,488.06,3,PayPal,Berlin,2025-02-05T22:57:08.000+05:30,162.69,Small,false,2025,2
TXN-1003694,8571,Electronics,1299.92,6,PayPal,Sydney,2025-01-23T08:15:41.000+05:30,216.65,Medium,true,2025,1
TXN-1003695,4790,Sports,439.21,1,Credit Card,Tokyo,2025-04-27T03:35:12.000+05:30,439.21,Small,false,2025,4
TXN-1003696,5016,Electronics,953.18,1,PayPal,Tokyo,2025-12-10T05:26:10.000+05:30,953.18,Small,true,2025,12
TXN-1003697,4200,Home & Kitchen,693.59,8,Unknown,Sydney,2025-09-05T19:06:40.000+05:30,86.7,Bulk,true,2025,9
TXN-1003698,4885,Home & Kitchen,1241.97,2,Unknown,London,2025-08-04T16:30:33.000+05:30,620.99,Small,true,2025,8
TXN-1003699,8480,Beauty,959.26,5,Credit Card,Tokyo,2025-03-07T11:19:46.000+05:30,191.85,Medium,true,2025,3
TXN-1003700,8896,Beauty,650.73,1,Credit Card,New York,2025-04-27T01:29:53.000+05:30,650.73,Small,true,2025,4
TXN-1003701,6042,Books,770.07,5,UPI,London,2025-05-11T13:57:21.000+05:30,154.01,Medium,true,2025,5
TXN-1003702,3731,Home & Kitchen,1066.08,9,UPI,London,2025-11-02T12:37:35.000+05:30,118.45,Bulk,true,2025,11
TXN-1003703,7174,Home & Kitchen,1413.23,4,Debit Card,Mumbai,2025-11-26T08:38:15.000+05:30,353.31,Medium,true,2025,11
TXN-1003704,3417,Books,1039.5,2,UPI,Tokyo,2025-02-18T18:53:59.000+05:30,519.75,Small,true,2025,2
TXN-1003705,6835,Clothing,897.61,9,Debit Card,San Francisco,2025-06-11T14:57:58.000+05:30,99.73,Bulk,true,2025,6
TXN-1003706,4855,Electronics,1179.29,8,Credit Card,Tokyo,2025-03-12T01:52:04.000+05:30,147.41,Bulk,true,2025,3
TXN-1003707,8474,Sports,858.72,3,Debit Card,Tokyo,2025-05-07T10:43:39.000+05:30,286.24,Small,true,2025,5
TXN-1003708,9046,Books,1164.67,8,Debit Card,London,2025-04-13T07:07:43.000+05:30,145.58,Bulk,true,2025,4
TXN-1003709,3046,Electronics,17.99,3,Unknown,Mumbai,2025-06-26T17:45:30.000+05:30,6.0,Small,false,2025,6
TXN-1003710,9187,Home & Kitchen,1182.24,3,UPI,Sydney,2025-12-15T15:49:58.000+05:30,394.08,Small,true,2025,12
TXN-1003711,1012,Electronics,321.76,1,PayPal,Mumbai,2025-02-11T19:57:24.000+05:30,321.76,Small,false,2025,2
TXN-1003712,6490,Sports,909.83,7,PayPal,Mumbai,2025-09-06T23:34:52.000+05:30,129.98,Medium,true,2025,9
TXN-1003713,5065,Beauty,648.7,8,UPI,New York,2025-05-08T09:34:38.000+05:30,81.09,Bulk,true,2025,5
TXN-1003714,4415,Home & Kitchen,1438.74,5,UPI,London,2025-07-01T03:43:34.000+05:30,287.75,Medium,true,2025,7
TXN-1003715,1471,Books,0.0,2,PayPal,Mumbai,2025-05-11T02:27:21.000+05:30,0.0,Small,false,2025,5
TXN-1003716,1399,Home & Kitchen,1300.34,8,UPI,London,2025-06-29T14:49:20.000+05:30,162.54,Bulk,true,2025,6
TXN-1003717,1822,Home & Kitchen,1098.75,7,Unknown,Mumbai,2025-11-08T13:52:24.000+05:30,156.96,Medium,true,2025,11
TXN-1003718,8248,Clothing,485.58,5,PayPal,New York,2025-12-25T20:44:09.000+05:30,97.12,Medium,false,2025,12
TXN-1003719,10145,Home & Kitchen,1158.42,1,Credit Card,London,2025-08-30T02:23:56.000+05:30,1158.42,Small,true,2025,8
TXN-1003720,2900,Electronics,1156.47,1,Debit Card,London,2025-02-21T06:21:41.000+05:30,1156.47,Small,true,2025,2
TXN-1003721,2573,Beauty,599.7,8,Unknown,London,2025-01-28T08:52:51.000+05:30,74.96,Bulk,true,2025,1
TXN-1003722,9036,Home & Kitchen,193.48,4,Debit Card,Mumbai,2025-05-07T20:17:06.000+05:30,48.37,Medium,false,2025,5
TXN-1003723,2348,Electronics,40.3,5,Debit Card,Mumbai,2025-06-28T09:27:47.000+05:30,8.06,Medium,false,2025,6
TXN-1003724,2223,Home & Kitchen,1200.0,2,UPI,Sydney,2025-10-22T16:47:42.000+05:30,600.0,Small,true,2025,10
TXN-1003725,7002,Beauty,216.11,5,UPI,San Francisco,2025-03-12T15:37:35.000+05:30,43.22,Medium,false,2025,3
TXN-1003726,9339,Books,771.11,2,Debit Card,Sydney,2025-05-12T19:34:01.000+05:30,385.56,Small,true,2025,5
TXN-1003727,3995,Clothing,0.0,1,Debit Card,San Francisco,2025-12-19T18:06:03.000+05:30,0.0,Small,false,2025,12
TXN-1003728,1040,Sports,1160.14,4,Debit Card,London,2025-03-29T14:46:59.000+05:30,290.04,Medium,true,2025,3
TXN-1003729,4679,Home & Kitchen,703.96,8,UPI,Berlin,2025-05-26T12:44:03.000+05:30,88.0,Bulk,true,2025,5
TXN-1003730,3352,Electronics,467.06,3,Debit Card,New York,2025-04-30T06:40:36.000+05:30,155.69,Small,false,2025,4
TXN-1003731,5974,Home & Kitchen,1271.04,1,Credit Card,San Francisco,2025-01-02T18:50:43.000+05:30,1271.04,Small,true,2025,1
TXN-1003732,2252,Books,939.81,3,Debit Card,Tokyo,2025-01-19T20:37:02.000+05:30,313.27,Small,true,2025,1
TXN-1003733,3865,Clothing,1259.82,3,Debit Card,London,2025-05-14T14:51:59.000+05:30,419.94,Small,true,2025,5
TXN-1003734,1122,Books,0.0,3,PayPal,Tokyo,2025-06-04T07:55:29.000+05:30,0.0,Small,false,2025,6
TXN-1003735,7073,Clothing,760.3,8,Debit Card,Sydney,2025-01-28T09:50:34.000+05:30,95.04,Bulk,true,2025,1
TXN-1003736,4949,Clothing,178.91,5,Credit Card,Tokyo,2025-06-16T23:25:54.000+05:30,35.78,Medium,false,2025,6
TXN-1003737,5140,Home & Kitchen,1073.93,2,UPI,London,2025-08-13T20:06:44.000+05:30,536.97,Small,true,2025,8
TXN-1003738,6991,Home & Kitchen,1094.02,7,Debit Card,Tokyo,2025-04-01T19:57:18.000+05:30,156.29,Medium,true,2025,4
TXN-1003739,3688,Beauty,260.75,5,Credit Card,Sydney,2025-11-14T21:31:14.000+05:30,52.15,Medium,false,2025,11
TXN-1003740,6883,Sports,1319.71,2,PayPal,Mumbai,2025-04-11T06:14:04.000+05:30,659.86,Small,true,2025,4
TXN-1003741,10461,Home & Kitchen,507.66,4,Debit Card,London,2025-10-12T04:40:11.000+05:30,126.92,Medium,true,2025,10
TXN-1003742,8254,Home & Kitchen,410.94,7,Debit Card,Sydney,2025-05-14T12:26:52.000+05:30,58.71,Medium,false,2025,5
TXN-1003743,1262,Books,199.18,5,UPI,Sydney,2025-02-15T05:32:26.000+05:30,39.84,Medium,false,2025,2
