item_id,order_id,product_id,quantity,unit_price
1062,1449,105,1,-25.0
1063,1449,110,4,19.99
1064,1450,109,1,110.0
1065,1450,116,2,39.99
1066,1450,107,1,59.99
1067,1450,111,5,34.5
1068,1451,106,1,24.99
1069,1452,109,1,110.0
1070,1452,105,2,-25.0
1071,1452,115,1,0.0
1072,1453,101,2,199.99
1073,1453,116,3,39.99
1074,1454,110,1,19.99
1075,1454,116,3,39.99
1076,1454,112,1,79.99
1077,1454,115,2,0.0
1078,1455,109,4,110.0
1079,1456,118,4,29.99
1080,1457,107,-1,59.99
1081,1457,109,1,110.0
1082,1458,108,4,89.0
1083,1459,108,1,89.0
1084,1459,102,5,89.5
1085,1459,107,2,59.99
1086,1459,115,4,0.0
1087,1460,110,5,19.99
1088,1460,111,5,34.5
1089,1460,106,1,24.99
1090,1460,102,3,89.5
1091,1461,110,2,19.99
1092,1461,107,1,59.99
1093,1461,112,2,79.99
1094,1461,102,4,89.5
1095,1462,101,5,199.99
1096,1462,106,1,24.99
1097,1462,109,4,110.0
1098,1463,101,5,199.99
1099,1463,102,4,89.5
1100,1464,88888,2,79.99
1101,1464,103,2,449.0
1102,1465,103,3,449.0
1103,1465,111,2,34.5
1104,1465,102,5,89.5
1105,1465,118,1,29.99
1106,1466,116,3,39.99
1107,1466,108,5,89.0
1108,1467,115,4,0.0
1109,1467,107,3,59.99
1110,1467,101,-1,199.99
1111,1468,102,5,89.5
1112,1468,116,3,39.99
1113,1468,115,5,0.0
1114,1469,107,3,59.99
1115,1469,119,4,18.5
1116,1469,106,3,24.99
1117,1469,112,5,79.99
1118,1470,103,2,449.0
1119,1470,117,4,180.0
1120,1471,109,4,55.0
1121,1471,118,1,29.99
1122,1471,112,5,79.99
1123,1472,106,3,24.99
1124,1472,101,1,199.99
1125,1472,112,0,79.99
1126,1472,108,4,89.0
1127,1473,117,5,180.0
1128,1473,116,2,39.99
1129,1474,111,1,34.5
1130,1474,114,1,45.0
1131,1474,120,5,22.0
1132,1475,102,2,89.5
1133,1476,102,1,89.5
1134,1476,107,4,59.99
1135,1477,104,5,14.99
1136,1477,102,4,89.5
1137,1478,117,3,180.0
1138,1478,119,2,18.5
1139,1478,109,5,110.0
1140,1478,102,-1,89.5
1141,1479,107,4,59.99
1142,1480,115,1,0.0
1143,1481,118,1,29.99
1144,1481,114,5,45.0
1145,1481,112,3,79.99
1146,1482,103,3,449.0
1147,1483,107,5,59.99
1148,1484,104,2,14.99
1149,1485,107,5,59.99
1150,1485,88888,2,22.0
1151,1485,117,5,180.0
1152,1485,108,5,89.0
1153,1486,104,4,14.99
1154,1486,119,1,18.5
1155,1486,112,2,79.99
1156,1486,115,2,0.0
1157,1487,117,3,180.0
1158,1487,111,3,34.5
1159,1487,106,5,24.99
1160,1487,115,3,0.0
1161,1488,114,5,45.0
1162,1488,120,2,22.0
1163,1488,111,5,34.5
1164,1489,113,3,29.99
1165,1489,118,3,29.99
1166,1490,115,3,0.0
1167,1490,113,5,29.99
1168,1490,101,1,199.99
1169,1490,102,5,89.5
1170,1491,110,-1,19.99
1171,1491,101,2,199.99
1172,1492,111,3,34.5
1173,1492,101,5,199.99
1174,1493,104,4,14.99
1175,1493,102,3,89.5
1176,1494,105,3,-25.0
1177,1494,109,5,110.0
1178,1495,108,3,89.0
1179,1495,109,1,110.0
1180,1496,119,4,18.5
1181,1496,107,2,59.99
1182,1496,103,4,449.0
1183,1496,111,5,34.5
1184,1497,120,3,22.0
1185,1498,119,4,18.5
1186,1499,102,3,89.5
1187,1500,114,2,45.0
1188,1500,120,5,22.0
1189,1500,104,1,14.99
1190,1501,102,3,44.75
1191,1501,110,5,19.99
1192,1501,117,5,180.0
1193,1501,120,2,22.0
1194,1502,117,1,180.0
1195,1502,108,4,89.0
1196,1502,105,4,-25.0
1197,1503,108,4,89.0
1198,1504,113,3,29.99
1199,1504,105,1,-25.0
1200,1504,119,-1,18.5
1201,1505,118,4,29.99
1202,1506,103,4,449.0
1203,1506,113,2,29.99
1204,1506,117,2,180.0
1205,1507,118,5,29.99
1206,1507,107,2,59.99
1207,1507,116,5,39.99
1208,1507,113,5,29.99
1209,1508,108,3,89.0
1210,1508,103,4,449.0
1211,1509,119,4,18.5
1212,1509,103,4,449.0
1213,1509,104,3,14.99
1214,1510,107,5,59.99
1215,1510,111,0,34.5
1216,1510,112,3,79.99
1217,1511,112,5,79.99
1218,1511,115,2,0.0
1219,1512,102,2,89.5
1220,1512,108,1,89.0
1221,1512,107,1,59.99
1222,1512,112,1,79.99
1223,1513,120,3,22.0
1224,1513,105,1,-25.0
1225,1514,104,4,14.99
1226,1514,110,1,19.99
1227,1514,115,3,0.0
1228,1515,118,2,29.99
1229,1515,107,5,59.99
1230,1516,118,-1,29.99
1231,1516,116,4,39.99
1232,1516,105,5,-25.0
1233,1517,109,2,110.0
1234,1518,110,2,19.99
1235,1519,102,1,89.5
1236,1519,115,4,0.0
1237,1519,101,3,199.99
1238,1520,104,4,14.99
1239,1520,101,2,199.99
1240,1520,110,4,19.99
1241,1521,111,4,34.5
1242,1522,106,2,24.99
1243,1523,118,5,29.99
1244,1523,101,3,199.99
1245,1523,102,3,89.5
1246,1523,108,4,89.0
1247,1524,106,3,24.99
1248,1524,101,3,199.99
1249,1524,112,2,79.99
1250,1524,88888,5,29.99
1251,1525,102,1,89.5
1252,1525,109,5,110.0
1253,1525,113,3,29.99
1254,1526,105,4,-25.0
1255,1526,111,2,34.5
1256,1527,113,5,29.99
1257,1528,114,5,45.0
1258,1528,108,2,89.0
1259,1529,110,2,19.99
1260,1529,111,-1,34.5
1261,1529,115,5,0.0
1262,1529,105,5,-25.0
1263,1530,105,5,-25.0
1264,1530,110,2,19.99
1265,1531,105,1,-25.0
1266,1531,119,5,18.5
1267,1531,106,5,24.99
1268,1531,111,1,34.5
1269,1532,111,1,34.5
1270,1532,105,3,-25.0
1271,1533,114,2,45.0
1272,1533,110,2,19.99
1273,1533,115,1,0.0
1274,1533,109,2,110.0
1275,1534,101,5,199.99
1276,1534,109,5,110.0
1277,1535,120,2,22.0
1278,1535,108,1,89.0
1279,1536,103,5,449.0
1280,1536,116,5,39.99
1281,1536,105,4,-25.0
1282,1537,106,4,24.99
1283,1537,113,2,29.99
1284,1537,116,2,39.99
1285,1538,108,4,89.0
1286,1538,102,1,89.5
1287,1539,114,2,45.0
1288,1539,108,1,89.0
1289,1539,107,2,59.99
1290,1540,120,-1,22.0
1291,1540,116,4,39.99
1292,1540,111,4,34.5
1293,1540,115,1,0.0
1294,1541,111,1,34.5
1295,1541,113,5,29.99
1296,1541,118,1,29.99
1297,1541,117,4,180.0
1298,1542,102,1,89.5
1299,1542,108,5,89.0
1300,1542,88888,4,180.0
1301,1542,113,5,29.99
1302,1543,107,3,59.99
1303,1544,113,2,29.99
1304,1544,110,4,19.99
1305,1544,119,0,18.5
1306,1544,115,5,0.0
1307,1545,117,2,180.0
1308,1546,115,2,0.0
1309,1546,103,5,449.0
1310,1546,117,5,180.0
1311,1546,104,2,14.99
1312,1547,114,2,45.0
1313,1547,111,4,34.5
1314,1547,115,5,0.0
1315,1547,101,2,199.99
1316,1548,103,1,449.0
1317,1548,109,1,110.0
1318,1548,111,1,34.5
1319,1548,106,4,24.99
1320,1549,103,-1,449.0
1321,1549,117,5,180.0
1322,1549,113,2,29.99
1323,1550,118,3,29.99
1324,1550,113,5,29.99
1325,1550,102,2,89.5
1326,1550,106,2,24.99
1327,1551,106,4,24.99
1328,1551,102,3,89.5
1329,1552,115,1,0.0
1330,1552,110,2,9.99
1331,1552,106,2,24.99
1332,1553,120,3,22.0
1333,1554,115,4,0.0
1334,1555,118,2,29.99
1335,1555,101,5,199.99
1336,1555,116,4,39.99
1337,1555,108,4,89.0
1338,1556,115,5,0.0
1339,1556,103,3,449.0
1340,1556,101,5,199.99
1341,1556,108,5,89.0
1342,1557,102,2,89.5
1343,1557,106,1,24.99
1344,1558,102,5,89.5
1345,1558,105,5,-25.0
1346,1558,120,3,22.0
1347,1559,103,4,449.0
1348,1559,102,2,89.5
1349,1559,104,2,14.99
1350,1560,120,-1,22.0
1351,1560,119,4,18.5
1352,1560,118,5,29.99
1353,1561,102,3,89.5
1354,1561,103,3,449.0
1355,1561,110,4,19.99
1356,1562,114,5,45.0
1357,1563,110,4,19.99
1358,1564,104,3,14.99
1359,1564,109,5,110.0
1360,1565,117,1,180.0
1361,1565,107,5,59.99
1362,1565,119,5,18.5
1363,1565,102,1,89.5
1364,1566,120,3,22.0
1365,1566,110,5,19.99
1366,1566,114,5,45.0
1367,1566,111,5,34.5
1368,1567,105,5,-25.0
1369,1567,119,4,18.5
1370,1567,116,4,39.99
1371,1568,120,3,22.0
1372,1568,108,2,89.0
1373,1569,104,1,14.99
1374,1570,104,1,14.99
1375,1570,107,3,59.99
1376,1570,114,3,45.0
1377,1570,118,5,29.99
1378,1571,101,3,199.99
1379,1571,107,3,59.99
1380,1572,110,-1,19.99
1381,1573,101,3,199.99
1382,1573,104,4,14.99
1383,1573,111,5,34.5
1384,1574,106,2,24.99
1385,1575,111,1,34.5
1386,1575,116,2,39.99
1387,1575,119,4,18.5
1388,1576,115,3,0.0
1389,1576,118,4,29.99
1390,1577,102,5,89.5
1391,1577,117,5,180.0
1392,1577,110,1,19.99
1393,1577,111,2,34.5
1394,1578,112,3,79.99
1395,1578,103,0,449.0
1396,1578,105,3,-25.0
1397,1579,118,5,29.99
1398,1579,106,1,24.99
1399,1579,113,3,29.99
1400,1579,88888,3,18.5
1401,1580,109,4,110.0
1402,1581,116,2,39.99
1403,1582,115,5,0.0
1404,1582,110,3,19.99
1405,1582,107,2,59.99
1406,1583,112,1,79.99
1407,1584,103,5,449.0
1408,1584,115,1,0.0
1409,1585,117,4,180.0
1410,1585,105,-1,-25.0
1411,1585,107,3,59.99
1412,1585,111,3,34.5
1413,1586,104,2,14.99
1414,1586,117,2,180.0
1415,1587,115,4,0.0
1416,1588,101,3,199.99
1417,1589,120,1,22.0
1418,1590,115,5,0.0
1419,1590,102,3,89.5
1420,1590,104,1,14.99
1421,1591,107,2,59.99
1422,1591,111,3,34.5
1423,1591,120,3,22.0
1424,1592,115,2,0.0
1425,1592,104,2,14.99
1426,1592,109,3,110.0
1427,1593,101,5,199.99
1428,1594,107,5,59.99
1429,1595,118,2,29.99
1430,1595,111,3,34.5
1431,1595,109,5,110.0
1432,1596,106,3,24.99
1433,1596,103,5,449.0
1434,1597,118,2,29.99
1435,1597,115,1,0.0
1436,1597,102,4,89.5
1437,1598,104,4,14.99
1438,1599,103,4,449.0
1439,1600,106,3,24.99
1440,1600,119,-1,18.5
1441,1600,115,2,0.0
1442,1600,112,5,79.99
1443,77777,101,2,19.99
